Brazil:AOR_AOR_B-2-23.png	"arrow, bow, weapon, anak panah, panah, senjata"
Brazil:AOR_AOR_B-3-1.png	"grass, man, people, rumput, manusia, orang, orang-orang"
Cambodia:AOR_CMB0007.png	"health, hygiene, man, pig, defecate, excrement, membuang air besar, berak, kesehatan, manusia, babi, kotoran manusia"
Cambodia:AOR_CMB0008.png	"woman, work, wanita, kerja"
Cambodia:AOR_CMB0009.png	"health, man, sick, woman, ill, kesehatan, sakit, manusia, wanita"
Cambodia:AOR_CMB0010.png	"food, food chart, nutrition, makanan, nutrisi"
Cambodia:AOR_CMB0011.png	"food, nutrition, food chart, makanan, nutrisi"
Cambodia:AOR_CMB0012.png	"beras, dish, food, makanan, nasi, piring, rice"
Cambodia:AOR_CMB0013.png	"food, fruit, food chart, chart, makanan, buah"
Cambodia:AOR_CMB0014.png	"boy, child, house, porch, woman, hunger, anak laki-laki, anak, rumah, serambi, wanita"
Cambodia:AOR_CMB0015.png	"health, medicine, pill, tablet, packet, kesehatan, ilmu kesehatan, pak, pil"
Cambodia:AOR_CMB0016.png	"baby, doctor, health, man, woman, injection, vaccination, bayi, dokter, kesehatan, suntik, manusia, vaksinasi, pencacaran, wanita"
Cambodia:AOR_CMB0017.png	"doctor, exam, eye, health, dokter, pemeriksaan, mata, kesehatan"
Cambodia:AOR_CMB0018.png	"baby, child, mother, teach, man, woman, bayi, anak, manusia, ibu, ajar, wanita"
Cambodia:AOR_CMB0019.png	"food, food chart, meat, nutrition, vegetable, makanan, daging, nutrisi, sayur-sayuran"
Cambodia:AOR_CMB0020.png	"boy, eating, anak laki-laki, makan"
Cambodia:AOR_CMB0021.png	"baby, food, food chart, nutrition, bayi, makanan, nutrisi"
Cambodia:AOR_CMB0022.png	"child, eating, feed, woman, anak, makan, memberi makanan, wanita"
Cambodia:AOR_CMB0023.png	"bucket, woman, work, ember, timba, wanita, kerja"
Cambodia:AOR_CMB0024.png	"feed, pig, woman, animal, binatang, memberi makanan, babi, wanita"
Cambodia:AOR_CMB0025.png	"child, family, man, woman, anak, keluarga, manusia, wanita"
Cambodia:AOR_CMB0026.png	"child, man, father, son, anak, ayah, manusia, anak laki-laki"
Cambodia:AOR_CMB0027.png	"boy, finger, health, wound, anak laki-laki, jari, kesehatan, luka"
Cambodia:AOR_CMB0028.png	"boy, bathe, hygiene, mandi, anak laki-laki, kesehatan"
Cambodia:AOR_CMB0029.png	"child, eating, family, father, mother, talking, anak, makan, keluarga, ayah, ibu, bicara"
Cambodia:AOR_CMB0030.png	"bed, health, man, sick, ill, tempat tidur, koi, kesehatan, sakit, manusia"
Cambodia:AOR_CMB0031.png	"bamboo, cut, man, work, bundle, carry, bambu, ikat, bawa, potong, manusia, kerja"
Cambodia:AOR_CMB0032.png	"bamboo, man, rest, sleeping, work, bambu, manusia, istirahat, tidur, kerja"
Cambodia:AOR_CMB0033.png	"boy, finger, mother, woman, wound, anak laki-laki, jari, ibu, wanita, luka"
Cambodia:AOR_CMB0034.png	"boy, clinic, health, woman, anak laki-laki, klinik, puskesmas, balai pengobatan, kesehatan, puskesmas, balai pengobatan, wanita"
Cambodia:AOR_CMB0035.png	"boy, clinic, finger, health, nurse, woman, pulse, anak laki-laki, klinik, puskesmas, balai pengobatan, jari, kesehatan, perawat, puskesmas, balai pengobatan, urat nadi, wanita"
Cambodia:AOR_CMB0036.png	"bandage, clinic, finger, health, nurse, balutan, perban, klinik, puskesmas, balai pengobatan, jari, kesehatan, perawat, puskesmas, balai pengobatan"
Cambodia:AOR_CMB0037.png	"water, pan, wash, hand, hygiene, tangan, kesehatan, panci, cuci, air"
Cambodia:AOR_CMB0038.png	"pharmacy, medicine, mother, son, boy, merchant, man, woman, anak laki-laki, manusia, ilmu kesehatan, pedagang, ibu, apotik, wanita"
Cambodia:AOR_CMB0039.png	"man, pan, wash, soak, manusia, panci, rendam, cuci"
Cambodia:AOR_CMB0040.png	"bandage, cut, health, woman, balutan, perban, potong, kesehatan, wanita"
Cambodia:AOR_CMB0041.png	"boy, cleanse, finger, health, wash, woman, wound, anak laki-laki, membersihkan, jari, kesehatan, cuci, wanita, luka"
Cambodia:AOR_CMB0042.png	"boy, gourd, drink, anak laki-laki, minum, labu"
Cambodia:AOR_CMB0043.png	"woman, cooking, pot, masak, panci, wanita"
Cambodia:AOR_CMB0044.png	"house, rumah"
Cambodia:AOR_CMB0045.png	"man, sit, manusia, duduk"
Cambodia:AOR_CMB0046.png	"boy, man, sit, talking, anak laki-laki, manusia, duduk, bicara"
Cambodia:AOR_CMB0047.png	"man, smoking, group, health, kelompok, kesehatan, manusia, merokok"
Cambodia:AOR_CMB0048.png	"cough, man, health, batuk, kesehatan, manusia"
Cambodia:AOR_CMB0049.png	"man, pipe, smoking, woman, group, health, kelompok, kesehatan, manusia, pipa tembakau, merokok, wanita"
Cambodia:AOR_CMB0050.png	"man, sick, fever, sweating, bed, ill, health, rash, tempat tidur, koi, demam, kesehatan, sakit, manusia, ruam, keringat, berkeringat"
Cambodia:AOR_CMB0051.png	"doctor, man, talking, health, stethoscope, dokter, kesehatan, manusia, stetoskop , bicara"
Cambodia:AOR_CMB0052.png	"balai pengobatan, building, clinic, gedung, health, hospital, kesehatan, klinik, man, manusia, puskesmas, puskesmas, balai pengobatan, rumah sakit, wanita, woman"
Cambodia:AOR_CMB0053.png	"health, laboratory, man, microscope, nurse, woman, group, kelompok, kesehatan, laboratorium, manusia, mikroskop, perawat, wanita"
Cambodia:AOR_CMB0054.png	"man, sick, bed, health, ill, tempat tidur, koi, kesehatan, sakit, manusia"
Cambodia:AOR_CMB0055.png	"cough, health, man, batuk, kesehatan, manusia"
Cambodia:AOR_CMB0056.png	"eating, food, man, sit, makan, makanan, manusia, duduk"
Cambodia:AOR_CMB0057.png	"woman, food, cooking, food preparation, masak, makanan, menyiapkan makanan, wanita"
Cambodia:AOR_CMB0058.png	"bottle, doctor, man, health, botol, dokter, kesehatan, manusia"
Cambodia:AOR_CMB0059.png	"cough, health, man, smoking, batuk, kesehatan, manusia, merokok"
Cambodia:AOR_CMB0060.png	"fire, cooking, masak, api"
Cambodia:AOR_CMB0061.png	"man, medicine, pill, manusia, ilmu kesehatan, pil"
Cambodia:AOR_CMB0062.png	"eating, man, woman, makan, manusia, wanita"
Cambodia:AOR_CMB0063.png	"beans, pod, green bean, food, buncis, makanan, kacang panjang, kulit kacang"
Cambodia:AOR_CMB0064.png	"child, geography, girl, night, teach, woman, anak, geografi, anak perempuan, malam, ajar, wanita"
Cambodia:AOR_CMB0065.png	"world, globe, ball, soccer ball, earth, geography, bola, bumi, geografi, bola bumi, bola kaki, dunia"
Cambodia:AOR_CMB0066.png	"moon, bulan"
Cambodia:AOR_CMB0067.png	"beans, green bean, food, buncis, makanan, kacang panjang"
Cambodia:AOR_CMB0068.png	"canoe, man, woman, transportation, boat, dock, kapal, perahu,  sampan, sampan, perahu, dermaga, manusia, transportasi, pengangkutan, wanita"
Cambodia:AOR_CMB0069.png	"ocean, wave, water, lautan, air, gelombang"
Cambodia:AOR_CMB0070.png	"woman, basket, keranjang, wanita"
Cambodia:AOR_CMB0071.png	"man, hunting, snare, lizard, reptile, buru (memburu), kadal, manusia, reptil, jerat, perangkap"
Cambodia:AOR_CMB0072.png	"woman, crying, sad, menangis, sedih, wanita"
Cambodia:AOR_CMB0073.png	"envelope, letter (mail), paper, amplop, sampul, surat, kertas"
Cambodia:AOR_CMB0074.png	"basket, beras, keranjang, padi, rice"
Cambodia:AOR_CMB0075.png	"winnow, basket, sieve, keranjang, ayak, tapis"
Cambodia:AOR_CMB0076.png	"lizard, reptile, kadal, reptil"
Cambodia:AOR_CMB0077.png	"man, woman, child, snow, sled, pull, anak, manusia, tarik, kereta luncur, salju, wanita"
Cambodia:AOR_CMB0078.png	"monkey, math, dot to dot, counting, numeracy, menghitung, matematika, ilmu pasti, kera, monyet, angka"
Cambodia:AOR_CMB0079.png	"hone, machete, man, sharpen, mengasah, parang, manusia, asah"
Cambodia:AOR_CMB0080.png	"bugs, grasshopper, insects, serangga, belalang"
Cambodia:AOR_CMB0081.png	"sandal, thongs, shoe, sepatu"
Cambodia:AOR_CMB0082.png	"Asia, map, peta"
Cambodia:AOR_CMB0083.png	"leaf, plant, daun, tanaman"
Cambodia:AOR_CMB0084.png	"building, corral, gedung, lindungan, naungan, pondok, shelter, walang"
Cambodia:AOR_CMB0085.png	"money, Khmer, currency, mata uang, uang"
Cambodia:AOR_CMB0086.png	"woman, write, wanita, tulis"
Cambodia:AOR_CMB0087.png	"flag, bendera"
Cambodia:AOR_CMB0088.png	"building, city, gedung, jalan, kota, street"
Cambodia:AOR_CMB0089.png	"fish, math, counting, numeracy, menghitung, ikan, matematika, ilmu pasti, angka"
Cambodia:AOR_CMB0090.png	"Angkor Wat, Bait Allah, building, gedung, temple"
Cambodia:AOR_CMB0091.png	"woman, trash, garbage, sampah, wanita"
Cambodia:AOR_CMB0092.png	"bed, pole, tempat tidur, koi, tiang"
Cambodia:AOR_CMB0093.png	"city, street, car, motorcycle, transportation, vehicle, mobil, kota, sepeda motor, motor, jalan, transportasi, pengangkutan, kendaraan"
Cambodia:AOR_CMB0094.png	"building, gedung, langit, sky"
Cambodia:AOR_CMB0095.png	"market, Phnom Penh, woman, girl, anak perempuan, pasar, wanita"
Cambodia:AOR_CMB0096.png	"village, house, rumah, desa, kampung"
Cambodia:AOR_CMB0097.png	"apel, apple, buah, fruit, scale, timbang, timbangan, weigh"
Cambodia:AOR_CMB0098.png	"hanging scale, scale, weigh, hang, bag, sack, tas, gantung, timbangan gantung, karung, timbangan, timbang"
Cambodia:AOR_CMB0099.png	"bag, scale, weigh, sack, tas, karung, timbangan, timbang"
Cambodia:AOR_CMB0100.png	"meat, scale, weigh, daging, timbangan, timbang"
Cambodia:AOR_CMB0101.png	"durian, fruit, scale, weigh, buah, timbangan, timbang"
Cambodia:AOR_CMB0102.png	"fish, scale, weigh, ikan, timbangan, timbang"
Cambodia:AOR_CMB0103.png	"floor scale, scale, timbangan"
Cambodia:AOR_CMB0104.png	"balance scale, gold scale, scale, timbangan"
Cambodia:AOR_CMB0105.png	"hanging scale, scale, timbangan gantung, timbangan"
Cambodia:AOR_CMB0106.png	"scale, weigh, hanging scale, mango, timbangan gantung, mangga, timbangan, timbang"
Cambodia:AOR_CMB0107.png	"scale, timbangan"
Cambodia:AOR_CMB0108.png	"leg, pork, scale, weigh, meat, kaki, daging, daging babi, timbangan, timbang"
Cambodia:AOR_CMB0109.png	"scale, weigh, pork, meat, daging, daging babi, timbangan, timbang"
Cambodia:AOR_CMB0110.png	"scale, weigh, fish, ikan, timbangan, timbang"
Cambodia:AOR_CMB0111.png	"fish, scale, weigh, ikan, timbangan, timbang"
Cambodia:AOR_CMB0112.png	"weigh, scale, fish, ikan, timbangan, timbang"
Cambodia:AOR_CMB0113.png	"scale, weigh, timbangan, timbang"
Cambodia:AOR_CMB0114.png	"hunting, man, path, trail, walking, buru (memburu), manusia, jalan, jalan kecil, berjalan"
Cambodia:AOR_CMB0115.png	"hit, hunting, man, reptile, snake, buru (memburu), manusia, reptil, ular"
Cambodia:AOR_CMB0116.png	"cooking, fire, man, pole, masak, api, manusia, tiang"
Cambodia:AOR_CMB0117.png	"climb, hunting, man, reptile, snake, tree, panjat, naik, buru (memburu), manusia, reptil, ular, pohon"
Cambodia:AOR_CMB0118.png	"cart, man, talking, transportation, wagon, gerobak, manusia, bicara, transportasi, pengangkutan, gerbong"
Cambodia:AOR_CMB0119.png	"bakalai, berkelahi, fighting, kayu, man, manusia, stick"
Cambodia:AOR_CMB0120.png	"frog, man, reptile, walking stick, kodok, manusia, reptil, tongkat"
Cambodia:AOR_CMB0121.png	"fish, man, ikan, manusia"
Cambodia:AOR_CMB0122.png	"man, root, tree, trunk, manusia, akar, pohon, peti, batang pohon"
Cambodia:AOR_CMB0123.png	"fence, gate, man, village, pagar, pintu gerbang, manusia, desa, kampung"
Cambodia:AOR_CMB0124.png	"grain, pour, woman, padi-padian, menuangkan, wanita"
Cambodia:AOR_CMB0125.png	"man, rock, sit, manusia, batu, duduk"
Cambodia:AOR_CMB0126.png	"boy, people, walking, anak laki-laki, orang, orang-orang, berjalan"
Cambodia:AOR_CMB0127.png	"man, table, woman, manusia, meja, wanita"
Cambodia:AOR_CMB0128.png	"bicycle, buffalo, transportation, sepeda, banteng, kerbau, transportasi, pengangkutan"
Cambodia:AOR_CMB0129.png	"bus, transportation, vehicle, bis, transportasi, pengangkutan, kendaraan"
Cambodia:AOR_CMB0130.png	"transportation, jeep, vehicle, jip, transportasi, pengangkutan, kendaraan"
Cambodia:AOR_CMB0131.png	"transportation, truck, vehicle, transportasi, pengangkutan, truk, kendaraan"
Cambodia:AOR_CMB0132.png	"transportation, airplane, plane, vehicle, pesawat terbang, transportasi, pengangkutan, kendaraan"
Cambodia:AOR_CMB0133.png	"man, plant, manusia, tanaman"
Cambodia:AOR_CMB0134.png	"sun, tree, matahari, pohon"
Cambodia:AOR_CMB0135.png	"earth, sun, bumi, matahari"
Cambodia:AOR_CMB0136.png	"earth, moon, orbit, world, bumi, bulan, dunia"
Cambodia:AOR_CMB0137.png	"moon, sun, bulan, matahari"
Cambodia:AOR_CMB0138.png	"earth, moon, sun, bumi, bulan, matahari"
Cambodia:AOR_CMB0139.png	"sun, matahari"
Cambodia:AOR_CMB0140.png	"boy, people, telescope, anak laki-laki, orang, orang-orang, teleskop"
Cambodia:AOR_CMB0141.png	"bee, bugs, insects, lebah, niri, serangga"
Cambodia:AOR_CMB0142.png	"bee, hive, bugs, insects, nest, branch, lebah, niri, dahan, ranting, cabang, jaga pohong, serangga, sarang lebah, sarang, ranting, cabang"
Cambodia:AOR_CMB0143.png	"bee, bugs, insects, lebah, niri, serangga"
Cambodia:AOR_CMB0144.png	"airport, bandara, building, gedung, lapangan pesawat, pesawat terbang, plane"
Cambodia:AOR_CMB0145.png	"airplane, bandara, building, gedung, kendaraan, pengangkutan, pesawat terbang, plane, transportasi, transportation, vehicle"
Cambodia:AOR_CMB0146.png	"agriculture, beras, harvest, hasil panen, man, manusia, padi, panen, pertanian, rice, wanita, woman"
Cambodia:AOR_CMB0147.png	"boiling, cooking, fire, kettle, teakettle, teapot, mendidih, masak, api, ceret, ceret teh, teko teh"
Cambodia:AOR_CMB0148.png	"dirty, people, wash, woman, kotor, orang, orang-orang, cuci, wanita"
Cambodia:AOR_CMB0149.png	"eating, people, woman, makan, orang, orang-orang, wanita"
Cambodia:AOR_CMB0150.png	"bed, kelambu, koi, mosquito net, net, orang, orang-orang, people, sleeping, tempat tidur, tidur"
Cambodia:AOR_CMB0151.png	"needle, thread, jarum, benang"
Cambodia:AOR_CMB0152.png	"animal, bebek, binatang, bird, burung , crane, deer, duck, elephant, gajah, harimau, kera, kerbau, leopard, macan tutul, monkey, monyet, rusa, tiger, water buffalo"
Cambodia:AOR_CMB0153.png	"water buffalo, elephant, deer, animal, binatang, rusa, gajah, kerbau"
Cambodia:AOR_CMB0154.png	"arachnid, bugs, insects, jaring laba-laba, laba-laba, sarang laba-laba, serangga, spider, spiderweb, web"
Cambodia:AOR_CMB0155.png	"arachnid, bugs, insects, laba-laba, serangga, spider"
Cambodia:AOR_CMB0156.png	"arrow, crossbow, hunter, man, people, weapon, anak panah, buru (pemburu), manusia, orang, orang-orang, senjata"
Cambodia:AOR_CMB0157.png	"arrow, crossbow, hunter, man, walking, weapon, anak panah, buru (pemburu), manusia, berjalan, senjata"
Cambodia:AOR_CMB0158.png	"house, mortar, people, pestle, woman, work, rumah, lesung, orang, orang-orang, alu, wanita, kerja"
Cambodia:AOR_CMB0159.png	"man, mortar, pestle, pipe, smoking, woman, work, manusia, lesung, alu, pipa tembakau, merokok, wanita, kerja"
Cambodia:AOR_CMB0160.png	"awakening, bed, man, people, sleeping, woman, tempat tidur, koi, manusia, orang, orang-orang, tidur, wanita"
Cambodia:AOR_CMB0161.png	"group, hunting, man, people, kelompok, buru (memburu), manusia, orang, orang-orang"
Cambodia:AOR_CMB0162.png	"group, hunting, man, meat, kelompok, buru (memburu), manusia, daging"
Cambodia:AOR_CMB0163.png	"man, smoking, village, manusia, merokok, desa, kampung"
Cambodia:AOR_CMB0164.png	"bamboo, man, people, selling, woman, bambu, manusia, orang, orang-orang, jual, berjualan, wanita"
Cambodia:AOR_CMB0165.png	"man, money, paying, people, woman, manusia, uang, bayar, orang, orang-orang, wanita"
Cambodia:AOR_CMB0166.png	"animal, binatang, desa, kampung, orang, orang-orang, people, shout, village, wanita, wave, woman"
Cambodia:AOR_CMB0167.png	"carry, man, path, people, trail, walking, bawa, manusia, jalan, orang, orang-orang, jalan kecil, berjalan"
Cambodia:AOR_CMB0168.png	"tree, palm, kelapa, pohon"
Cambodia:AOR_CMB0169.png	"anak panah, arrow, batang pohon, kelapa, palm, pohon, tree, trunk"
Cambodia:AOR_CMB0170.png	"leaf, counting, math, numeracy, menghitung, daun, matematika, ilmu pasti, angka"
Cambodia:AOR_CMB0171.png	"rainbow, cloud, sky, weather, awan, pelangi, langit, cuaca"
Cambodia:AOR_CMB0172.png	"tree, palm, kelapa, pohon"
Cambodia:AOR_CMB0173.png	"bird, branch, burung , dahan, ranting, cabang, jaga pohong, ranting, cabang"
Cambodia:AOR_CMB0174.png	"baby, mother, people, woman, bayi, ibu, orang, orang-orang, wanita"
Cambodia:AOR_CMB0175.png	"baby, mother, people, woman, nursing, breast-feeding, bayi, menyusui, ibu, orang, orang-orang, wanita"
Cambodia:AOR_CMB0176.png	"people, talking, woman, orang, orang-orang, bicara, wanita"
Cambodia:AOR_CMB0177.png	"people, talking, woman, orang, orang-orang, bicara, wanita"
Cambodia:AOR_CMB0178.png	"baby, ball, toy, bayi, bola, mainan"
Cambodia:AOR_CMB0179.png	"baby, sit, bayi, duduk"
Cambodia:AOR_CMB0180.png	"baby, carry, family, husband, man, people, walking, wife, woman, pipe, smoking, health, bayi, bawa, keluarga, kesehatan, suami, manusia, orang, orang-orang, pipa tembakau, merokok, berjalan, isteri, wanita"
Cambodia:AOR_CMB0181.png	"bed, health, man, people, sick, ill, window, tempat tidur, koi, kesehatan, sakit, manusia, orang, orang-orang, jendela"
Cambodia:AOR_CMB0182.png	"consulting, doctor, health, man, people, woman, memberi nasihat, dokter, kesehatan, manusia, orang, orang-orang, wanita"
Cambodia:AOR_CMB0183.png	"blowing nose, child, health, hygiene, people, sick, woman, ill, membersihkan hidung, anak, kesehatan, sakit, orang, orang-orang, wanita"
Cambodia:AOR_CMB0184.png	"baby, consulting, health, nurse, people, woman, breast-feeding, nursing, bayi, menyusui, memberi nasihat, kesehatan, perawat, orang, orang-orang, wanita"
Cambodia:AOR_CMB0185.png	"bed, boy, people, sick, ill, health, tempat tidur, koi, anak laki-laki, kesehatan, sakit, orang, orang-orang"
Cambodia:AOR_CMB0186.png	"baby, diarrhea, excrement, hygiene, people, mat, bayi, diare, kesehatan, tikar, orang, orang-orang, kotoran manusia"
Cambodia:AOR_CMB0187.png	"baby, boy, clinic, man, people, woman, breast-feeding, nursing, bench, bayi, bangku, anak laki-laki, menyusui, klinik, puskesmas, balai pengobatan, manusia, orang, orang-orang, puskesmas, balai pengobatan, wanita"
Cambodia:AOR_CMB0188.png	"woman, talking, conversation, group, percakapan, kelompok, bicara, wanita"
Cambodia:AOR_CMB0189.png	"baby, eating, feed, mother, woman, bayi, makan, memberi makanan, ibu, wanita"
Cambodia:AOR_CMB0190.png	"baby, head, hand, soft spot, touch, bayi, tangan, kepala"
Cambodia:AOR_CMB0191.png	"baby, bed, health, ill, sick, sleeping, bayi, tempat tidur, koi, kesehatan, sakit, tidur"
Cambodia:AOR_CMB0192.png	"baby, bed, blanket, sleeping, bayi, tempat tidur, koi, selimut, tidur"
Cambodia:AOR_CMB0193.png	"baby, dehydration, diarrhea, fever, head, soft spot, stomach, touch, health, bayi, dehidrasi, diare, demam, kepala, kesehatan, perut"
Cambodia:AOR_CMB0194.png	"baby, mother, woman, nursing, breast-feeding, bayi, menyusui, ibu, wanita"
Cambodia:AOR_CMB0195.png	"baby, crying, bayi, menangis"
Cambodia:AOR_CMB0196.png	"baby, play, mat, bayi, tikar, bermain-main"
Cambodia:AOR_CMB0197.png	"bag, carry, hold, tas, bawa, pegang"
Cambodia:AOR_CMB0198.png	"bamboo, plant, shoot, bambu, tanaman, tunas, taruk, pucuk"
Cambodia:AOR_CMB0199.png	"plant, bamboo, bambu, tanaman"
Cambodia:AOR_CMB0200.png	"bamboo, split, bambu"
Cambodia:AOR_CMB0201.png	"bamboo, bambu"
Cambodia:AOR_CMB0202.png	"map, Ban Lung area, peta"
Cambodia:AOR_CMB0203.png	"banana, fruit, math, counting, numeracy, pisang, menghitung, buah, matematika, ilmu pasti, angka"
Cambodia:AOR_CMB0204.png	"tree, banana tree, pohon pisang, pohon"
Cambodia:AOR_CMB0205.png	"banana, tree, banana tree, pisang, pohon pisang, pohon"
Cambodia:AOR_CMB0206.png	"measure, inches, ruler, ukuran, penggaris"
Cambodia:AOR_CMB0207.png	"animal, climb, tiger, woman, binatang, panjat, naik, harimau, wanita"
Cambodia:AOR_CMB0208.png	"animal, feed, tiger, woman, binatang, memberi makanan, harimau, wanita"
Cambodia:AOR_CMB0209.png	"house, walking, woman, rumah, berjalan, wanita"
Cambodia:AOR_CMB0210.png	"chicken, feed, woman, ayam, memberi makanan, wanita"
Cambodia:AOR_CMB0211.png	"alu, beras, lesung, mortar, padi, pestle, rice, wanita, woman"
Cambodia:AOR_CMB0212.png	"animal, man, riding, tiger, binatang, manusia, naik, harimau"
Cambodia:AOR_CMB0213.png	"clothesline, clothing, hang, talking, woman, tali jemuran, pakaian, gantung, bicara, wanita"
Cambodia:AOR_CMB0214.png	"animal, attack, mauling, tiger, woman, binatang, harimau, wanita"
Cambodia:AOR_CMB0215.png	"baby, health, pregnancy, uterus, anatomy, bagian-bagian tubuh, bayi, kesehatan, kehamilan, rahim, kandungan"
Cambodia:AOR_CMB0216.png	"can, container, kaleng, wadah"
Cambodia:AOR_CMB0217.png	"thread, spool, gelendong benang, benang"
Cambodia:AOR_CMB0218.png	"drink, pot, pottery, minum, panci, barang tembikar"
Cambodia:AOR_CMB0219.png	"boy, drink, anak laki-laki, minum"
Cambodia:AOR_CMB0220.png	"lumber, log, carpentry, furniture, chair, table, cabinet, logging, pekerjaan kayu, kursi, mebel, perabot, meubel, batang kayu, perabot, meubel, meja"
Cambodia:AOR_CMB0221.png	"book, buku"
Cambodia:AOR_CMB0222.png	"fruit, buah"
Cambodia:AOR_CMB0223.png	"boxing, man, fighting, tinju, berkelahi, bakalai, manusia"
Cambodia:AOR_CMB0224.png	"boy, eating, anak laki-laki, makan"
Cambodia:AOR_CMB0225.png	"baby, breast-feeding, woman, nursing, bayi, menyusui, wanita"
Cambodia:AOR_CMB0226.png	"bridge, stream, plank, jembatan, papan, sungai, kali, aer"
Cambodia:AOR_CMB0227.png	"animal, deer, stream, waterfall, binatang, rusa, sungai, kali, aer, air tejun"
Cambodia:AOR_CMB0228.png	"forest, hutan"
Cambodia:AOR_CMB0229.png	"boy, fire, anak laki-laki, api"
Cambodia:AOR_CMB0230.png	"buffalo, water buffalo, animal, binatang, banteng, kerbau"
Cambodia:AOR_CMB0231.png	"hand, measure, tangan, ukuran"
Cambodia:AOR_CMB0232.png	"garden, man, woman, work, agriculture, pertanian, taman, kebun, manusia, wanita, kerja"
Cambodia:AOR_CMB0233.png	"duck, bebek"
Cambodia:AOR_CMB0234.png	"sugar cane, tebu"
Cambodia:AOR_CMB0235.png	"canoe, transportation, boat, kapal, perahu,  sampan, sampan, perahu, transportasi, pengangkutan"
Cambodia:AOR_CMB0236.png	"fruit, starfruit, buah, belimbing"
Cambodia:AOR_CMB0237.png	"starfruit, fruit, buah, belimbing"
Cambodia:AOR_CMB0238.png	"map, river, peta, sungai, kali, aer"
Cambodia:AOR_CMB0239.png	"lake, map, river, geography, geografi, danau, peta, sungai, kali, aer"
Cambodia:AOR_CMB0240.png	"map, geography, geografi, peta"
Cambodia:AOR_CMB0241.png	"map, Africa, Europe, geography, Afrika, Eropa, geografi, peta"
Cambodia:AOR_CMB0242.png	"driver's license, gambar, picture, seal, segel"
Cambodia:AOR_CMB0243.png	"map, Indo-China, geography, geografi, peta"
Cambodia:AOR_CMB0244.png	"America, geography, map, North America, Amerika, geografi, peta, Amerika utara"
Cambodia:AOR_CMB0245.png	"hand, measure, tangan, ukuran"
Cambodia:AOR_CMB0246.png	"bat, animal, wing, binatang, keluang, kelelawar, marsegu, sayap"
Cambodia:AOR_CMB0247.png	"horse, animal, binatang, kuda"
Cambodia:AOR_CMB0248.png	"horse, animal, binatang, kuda"
Cambodia:AOR_CMB0249.png	"horse, animal, binatang, kuda"
Cambodia:AOR_CMB0250.png	"woman, back, head, shoulder, punggung, sebelah belakang, kepala, bahu, wanita"
Cambodia:AOR_CMB0251.png	"animal, dog, puppy, nursing, binatang, anjing, menyusui, anak anjing"
Cambodia:AOR_CMB0252.png	"boy, house, ladder, man, stairway, stilts, anak laki-laki, rumah, tangga, manusia"
Cambodia:AOR_CMB0253.png	"house, ladder, man, stilts, rumah, tangga, manusia"
Cambodia:AOR_CMB0254.png	"hunting, man, walking, buru (memburu), manusia, berjalan"
Cambodia:AOR_CMB0255.png	"fence, gate, village, walking, pagar, pintu gerbang, desa, kampung, berjalan"
Cambodia:AOR_CMB0256.png	"listen, sit, talking, woman, dengar, duduk, bicara, wanita"
